bibcode,title,first_author,year,pub,doi,abstract,citation_count,epoch_search,is_seed,has_abstract
2022absc.conf10801J,['Changing Views of Habitability and Life Detection on Mars'],"Johnson, Sarah",2022,The Astrobiology Science Conference (AbSciCon) 2022,,"After decades of following the water and searching for signs of habitability, NASA has once again taken on the goal of looking for life on Mars. Habitability and life detection are of course coupled, and years of research in extreme environments here on Earth have expanded our understanding of what constitutes habitability. Our understanding of life has also evolved in recent decades, and evolution in our understanding of what may constitute alien life, as is currently being explored through research into agnostic biosignatures, has important implications for our understanding of habitability and our approaches to life detection. Traditionally, when it comes to target selection, we are used to thinking of environments as more or less habitable. In contrast, life detection is usually considered in a binary yes-or-no framework. In life detection as in habitability, however, analytical measurements carry uncertainty and interpretations are not necessarily straightforward, particularly for ancient life. In turn, what constitutes habitability depends entirely on what forms of life we posit, and with what confidence. It is therefore key not only to recognize these relationships, but also to embrace probabilistic approaches that account for a spectrum of certainty.",0,implicit,FALSE,TRUE
2017psta.prop...44E,['Linking Thermophysical Properties of Earth to Mars: Analog Investigations of Past and Present Habitable Environments'],"Edwards, Christopher",2017,NASA Proposal ID. 17-PSTAR17_2-0044,,"Science Goals &amp; Objectives: Understanding surface physical properties, linkages to geologic origins, and current/past habitability are key goals of thermophysical investigations on Mars. Lab studies that link physical properties to their thermal behavior are often hindered by sample size, the diversity of environments and most importantly, the complexity of natural landscapes. Recurring Slope Lineae (RSL) may represent the expression of present-day liquid water and are compelling in that they have driven a significant re-evaluation of how liquid water and habitability on present-day Mars. Pore-filling fluids significantly increase the thermal conductivity of the bulk material and this property has been used to constrain the water content of RSL using Thermal Emission Imaging System (THEMIS) data, though the lower bounds were unable to be constrained with existing data. We propose to make measurements that represent data currently available and likely to be available on future missions simulated by our field team and an Unmanned Aerial Vehicle (UAV), with the ultimate goals of: 1) characterizing the variability in thermophysical properties of analog RSL-like terrains, and 2) assessing the measurements necessary (e.g., time of day, pixel scale, topography quality, albedo, etc.) to constrain soil moisture content based on remotely sensed thermophysical data. <P />Methodology: Three specific tasks meet science objectives and produce data useful for current and future Mars missions. Task 1. Acquire a ÔøΩfull suiteÔøΩ of observations over a uniform field site and relate this to a thermal model. Light Detection and Ranging (LIDAR) topography, structure from motion imagery, hyperspectral visible-near infrared (0.4-1.5ÔøΩm), and thermal infrared data of an aeolian sand dune will be acquired over multiple diurnal cycles. These data, when paired with solar and atmospheric flux measurements. will be used with our COMSOL-based thermal model to baseline our modeling approach. In situ measurements of the dune will be made with a commercial thermal effusivity measurement instrument, simulating a non-invasive rover-based approach. We will characterize the geologic context and collect samples for grain size analysis to compare to other measurements. Task 2. Acquire a ÔøΩlimited suiteÔøΩ over multiple field sites. A reduced dataset (similar to what would be available form orbit) will be acquired (visible-near infrared imagery, thermal infrared data) over multiple diurnal cycles and input into our model. Field sites to be visited include alluvial fans, lacustrine sedimentary deposits, and playas with varying soil moisture contents in addition to the sand dune site in Task 1 for cross comparison. Each field site will be characterized to assess geologic context and soil moisture with samples collected for grain size analysis. Task 3. Synthesis. We will degrade our data to assess the ability of remote sensing infrared data to discriminate between different terrain. This work place constraints on capabilities of current instruments and guide future instruments on upcoming missions. Simulations to derive thermal inertia and water content will be run and the sensitivity to input parameters assessed (e.g. lower quality DEM, incorrect albedo, pixel size etc.). <P />Relevance to PSTAR: Our proposed work is strongly responsive to and directly addresses the Science and Technology objectives of PSTAR. This proposal aims to 1) ÔøΩfurther planetary research in terrestrial extreme environments that may be analogous to those found on other planets, past or presentÔøΩ as we investigate how thermophysical data can help constrain present habitable environments from orbit and landed missions on Mars and 2) this proposal will use commercially available off the shelf instruments to test and apply ÔøΩtechnologies that support science investigationsÔøΩ, specifically from ÔøΩmobile science platformsÔøΩ.",0,implicit,FALSE,TRUE
2014EPSC....9..821F,['Field research operations and measurements from ILEWG EuroMoonMars campaigns in Utah'],"Foing, B.",2014,European Planetary Science Congress,,"We have conducted a s series of field researchcampaigns (ILEWG EuroMoonMars) in the extreme environment of the Utah desert relevant to habitability and astrobiology in Mars environments in order to help in the interpretation of Mars missions measurements from orbit (MEX, MRO) or from the surface (MER, MSL). We describe the field operations and the comparison between remote sensing and in-situ data.",0,implicit,FALSE,TRUE
2023IJAsB..22..167H,['Heat-induced changes in molecular biosignatures and the influence of Mars-relevant minerals'],"Haezeleer, Bettina",2023,International Journal of Astrobiology,10.1017/S1473550423000022,"The search for signs of life is a major objective in the exploration of Mars. Of particular interest are chemical biosignatures such as biomolecules. However, molecular biosignatures are susceptible to extreme environmental conditions such as heat, ionising radiation and strong oxidants. Therefore, a knowledge of the stability of possible biosignature molecules under present and past conditions on Mars is important, as well as the nature of possible alteration products. In the light of the long volcanically active history of Mars, we have studied the thermal behaviour of selected biological compounds, namely, haemin (an iron porphyrin closely related to the haem prosthetic group), cytochrome c (a small protein) and lecithin (a mixture of phospholipids). Samples were exposed to temperatures up to 900C under an inert atmosphere of nitrogen, either in neat form or in mineral matrices. The matrix materials used were sodium chloride, gypsum (CaSO4 ‚ãÖ 2H2O), Ca-montmorillonite (STx-1b), the Martian regolith simulant JSC Mars-1A and some mixtures thereof. Key results are: (1) The onset of significant decomposition for haemin, cytochrome c and lecithin occurs around 240C. At slightly higher temperatures the disappearance of all characteristic infrared spectral bands indicates complete decomposition and loss of the primary biosignatures. (2) Haemin stoichiometrically releases CO2 and HCl during the initial thermal decomposition phase, at the end of which the iron porphyrin core is still intact. High-temperature products of haemin include graphite, Œ±-iron and cementite (Fe3C). (3) Neat lecithin forms long-chain polyphosphates at 500C, whereas lecithin‚ÄíNaCl mixtures form diphosphate (pyrophosphate). As these anions are absent and rare, respectively, in minerals, they may potentially serve as secondary biosignatures. (4) Heating a mixture of NaCl and JSC Mars-1A at 800C in the presence of lecithin produces the aluminosilicate mineral sodalite (Na8[AlSiO4]6Cl2), which however appears to be of limited use as a secondary biosignature.",0,implicit,FALSE,TRUE
2019absc.conf10903T,['Microfluidic Microbial Activity Microassay development for extant microbial detection and characterization in extreme environments'],"Touchette, David",2019,The Astrobiology Science Conference (AbSciCon) 2019,,"The search for extant life on other solar system bodies will be a major focus of astrobiology missions in the coming decades, especially on Mars, Europa and Enceladus. It's crucial to study and understand life in astrobiology analogue sites. This will inform us on potential for life and the methods necessary to detect it beyond Earth. Axel Heiberg Island's (AHI) extreme environments are the best astrobiology analogues as they are cryophilic, halophilic and low biomass habitats. In order to increase our knowledge of the microbial communities living in extreme environments and the potential for such life beyond Earth, we need to develop and test new life-detection technologies. Our objective is to develop a stand-alone, robust, and sensitive Microfluidic Microbial Activity Microassay (¬uMAMA) for cold-adapted and halophilic microorganisms. To develop this instrument, carbon and inorganic substrates utilized specially by cryophilic and halophilic microorganisms and the best life-detection colorimetric assay will be identified. At the same time, we are working with NASA Ames Research Center to develop the stand-alone concept and prototype of the ¬uMAMA for astrobiology missions. I will then field test the autonomous ¬uMAMA with various environmental samples (cold saline springs, permafrost, ice, cryptoendoliths) on AHI.",0,implicit,FALSE,TRUE
2025ApEnM..91E1778G,['An astrobiological perspective on microbial biofilms: their importance for habitability and production of detectable and lasting biosignatures'],"Gonzalez-Henao, Sarah",2025,Applied and Environmental Microbiology,10.1128/aem.01778-24,"The search for life elsewhere in the universe has remained one of the main goals of astrobiological exploration. In this quest, extreme environments on Earth have served as analogs to study the potential habitability of Mars and icy moons, which include but are not limited to hydrothermal vent systems, acid lakes, deserts, and polar ice, among others. Within the various forms that life manifests, biofilms constitute one of the most widespread phenotypes and are ubiquitous in extreme environments. Biofilms are structured communities of microorganisms enclosed in a matrix of extracellular polymeric substances (EPS) that protect against unfavorable and dynamic conditions. These concentrated structures and their associated chemistry may serve as unique and persistent signatures of life processes that may aid in their detection. Here we propose biofilms as a model system to understand the habitability of extraterrestrial systems and as sources of recognizable and persistent biosignatures for life detection. By testing these ideas in extreme analog environments on Earth, this approach could be used to guide and focus future exploration of samples encompassing the geologic record of early Earth as well as other planets and moons of our solar system.",0,implicit,FALSE,TRUE
2019absc.conf30504R,"['Can bacteria from Mars analogue sites on Earth survive on Mars? - Impact of perchlorates, drought, and radiation in an anoxic atmosphere']","Rettberg, Petra",2019,The Astrobiology Science Conference (AbSciCon) 2019,,"On Earth extreme environments are inhabited by a variety of microorganisms adapted to their specific habitat. Such extremophiles are useful model organisms to study the potential survivability of Earth organisms on Mars. Especially the Martian surface is characterised by deleterious environmental parameters, e.g. very low water activity, presence of oxidizing compounds, and high ionizing radiation under anoxic conditions. The survival of bacteria from Mars analogue sites exposed to single and combined Mars relevant parameters under anaerobic conditions was investigated.",0,implicit,FALSE,TRUE
2006cosp...36..133O,['Hyper-thermophilic aerobic bacterial ecology for space agriculture'],"Oshima, T.",2006,36th COSPAR Scientific Assembly,,A material recycling is one of core issues in engineering for habitation on extraterrestrial bodies such as Mars A new composting system has been developed in Japan which utilizes some thermophilic bacteria to attain higher temperature than normally expected in the ordinary composting system Dead body of rat was found to be eaten up by the thermophilic bacteria under aerated condition and oxidized to carbon dioxide and few other inorganics within two hours Ecology of these composting bacteria is structured on the intensive symbiotic interactions among various species that participate in various reaction networks in a concert Complexity in the composting bacteria might be based on multiple interaction and interdependency among participating species and organisms Species identification and phylogeny of symbiotic bacteria and understanding of their ecology have been made Those bacterial systems are active and durable under temperature high in a range of 80 to 100 r C Biological combustion release heat and temperature goes up when air is fed through the reaction bed Since microbial activity decreases at exceeding temperature and release of heat decreases as well temperature in the reacting bed itself-regulated in the range Even though it should be verified composting bacteria themselves are presumed to be safe for human agricultural plant and animal species Their activity is restricted only to the condition under elevated temperature Their activities depend greatly on their symbiotic partners and extreme environment created by them The,0,implicit,FALSE,TRUE
2017exo..prop..120D,['Cooperation and adaptability in microbial mats from extreme environments: Quorum sensing and its relation to early life on Earth and elsewhere'],"Decho, Alan",2017,NASA Proposal ID. 17-EXO17_2-0120,,"For billions of years, Bacteria and Archaea have formed organized communities in microbial mats. Such cooperation among microbes has played determinative roles in the persistence of life, and provides insight into how life on Earth and elsewhere may respond to and evolve in extreme conditions. <P />A key cooperative mechanism among cells in high density habitats is quorum sensing (QS) using cell-to-cell signals. Genetic evidence suggests QS evolved 3.4 GYA, and was likely important during lifeÔøΩs early evolution when extreme environments prevailed. However, QS has not been explored in an astrobiology context, nor in astrobiologically relevant extreme environments, where deep branching microbial lineages thrive. This paucity of data presents a critical knowledge gap. <P />We propose to investigate QS in microbial mats in hypersaline systems and lava caves, both analogs of habitats believed to have been present on early Earth and Mars; both also host deep-branching Archaea and Bacteria. Our main hypothesis is that QS signaling contributes to microbial-survival and resiliency under multiple extreme conditions. We will focus specifically on genetic components of QS, and how they drive gene expression during changing extreme conditions. Doing so will establish a solid foundation for understanding QS in mats in extreme environments, analogs of which thrived in early life on Earth. QS is a fundamental life process leading to higher organization and also a critical pathway through which microbes tolerate and adapt to environmental extremes similar to those that prevailed on early Earth and Mars. <P />Objective 1: QS occurs in extreme environments: hypersaline mats and Hawaiian lava caves. H1: QS occurs among phylogenetically diverse Bacteria and Archaea in extreme environments. Acylhomoserine lactones (AHLs) are well-studied signaling molecules that confer important metabolic properties on microbes, but their diversity and activities in microbes in extreme environments are poorly understood. AHL signaling comprises a conserved AHL and a receptor protein (i.e., luxR homolog). Our preliminary data show the presence of AHLs in hypersaline mats. However, additional work is needed to determine if AHL-based QS systems are common in microbial communities in extreme environments. We will investigate genetic bases of AHL-QS and phylogenetic diversities of luxR homologs as possible mechanisms of adaptability in these communities. <P />Objective 2: QS confers and enhances survivability under changing extremes in early Earth- and early Mars-like environments. H2: Both the types of signals used by Archaea and Bacteria and resulting gene expression, change as conditions (salinity, desiccation, UV) become more extreme. We posit from our preliminary results that certain signals are less susceptible to degradation than shorter-chain counterparts. We thus predict that cells will utilize more-resilient signals under harsh environmental conditions. This in turn will test the potential for life to adapt to changing environmental extremes, and its implications for life elsewhere. To do so, we will determine changes in levels of gene expression, concentrations and types of AHLs in natural, multi-species mats, and in isolates exposed to varying extreme environmental conditions (high UV CO2, desiccation, salinity) in both a Planetary Environmental Liquid Simulator (PELS) and controlled atmosphere chamber. <P />Objective 3: AHL signals persist over time through extreme environmental changes. H3: QS signals are preserved under extreme conditions (high salinity, desiccation, UV). This contributes to recovery and persistence of cooperative processes in mats. Our preliminary studies show that extracellular osmolytes protect AHLs in natural hypersaline mats during desiccation and UV exposure. When more favorable conditions return, this may elicit community-wide recovery rather than just individual cell survival, and enhance community survival over long periods.",0,implicit,FALSE,TRUE
2021AGUFM.U33D..01W,['A Global Meta-Analysis of Hypersaline Communities'],"Weng, Margaret",2021,AGU Fall Meeting Abstracts,,"Many worlds in our solar system share one unifying quality: saltiness. From the evaporites of Mars to the plumes of Enceladus, understanding the habitability of salty environments is vital for the search for life. Terrestrial analogs are a key tool for investigating biological adaptation to salty extremes. We are reanalyzing metagenomes from salty environments to investigate the variability of adaptations to hypersaline environments at a global scale. We located 98 shotgun metagenomes sequenced with Illumina technology from 16 studies for our meta-analysis. We used the Kraken2/Bracken workflow for fast taxonomic classification and abundance estimation of our metagenomes (Wood et al 2019, Lu et al 2017). Preliminary results revealed that drivers of taxonomic similarity among samples are complex, with some grouping by environment type or location. Inspecting additional geochemical factors revealed some influence of site temperature, pH and salinity in driving similarity, but with a high degree of heterogeneity among samples. Interestingly, we found a large amount of endemism within samples: of 7,486 taxa classified by Bracken, 487 taxa were present in just one sample, while only 59 taxa were shared amongst all samples. However, 4,005 taxa were present in 50% of samples or more, indicating that environments may share a large proportion of taxa. Alkaline lakes had the highest proportion of endemic taxa, followed by other hypersaline lakes, but this may also correlate with sequencing depth. Future work will test this hypothesis using rarefaction to understand what proportion of hypersaline environments may still be unrecovered. Furthermore, I will present results from our metagenome-assembled genomes (MAGs) from all samples using the ATLAS pipeline (Kieser et al 2020), which will enable us to map reads from all metagenomes to assembled genomes in order to understand gene and nucleotide level variation across locations. Comparison of populations from different environments will elucidate whether patterns of variability are dependent upon location or other environmental factors. Answering these questions will help guide our understanding of the selective pressures of extreme environments and inform the search for life on other planets.",0,implicit,FALSE,TRUE
2024absc.conf00769A,['Assessing Microbial and DNA Survivability of Mars Analogue Samples Exposed to Martian Surface Conditions'],"Albert, Avery",2024,The Astrobiology Science Conference (AbSciCon) 2024,,"The detection of life elsewhere in the universe is of great interest to the human race. As our closest neighbour, Mars has been the primary target of such pursuits, as evidence suggests that when Mars was much warmer and wetter it may have harbored microbial life before 3.5 billion years ago. More exciting, however, is recent evidence that Mars might currently host existing microbial life in specific aqueous environments. Despite this, no direct life detection tests have been conducted on Mars since the Viking missions in the 70s, whose results were highly debated, and recent missions have focused on the detection of organic molecules which can arise from natural processes other than biological life. If we are to continue our search for life on Mars and other planets, there is an urgent need for highly informative and unambiguous life detection methods. In our experiment, we exposed microbes from extreme environments on Earth to Martian surface conditions over an extended period of time and attempted to detect and sequence their DNA, which we consider an unambiguous sign of life.",0,implicit,FALSE,TRUE
2026SPIE14173E..2RY,['Comparative multiphysics analysis of geometric configurations for Martian habitats'],"Yuan, Luyi",2026,Society of Photo-Optical Instrumentation Engineers (SPIE) Conference Series,10.1117/12.3111583,"This study presents a computational framework to evaluate the aerodynamic and structural performance of seven basic geometric primitives‚Äîhemisphere, cylinder, cube, hexagonal prism, and various cones/pyramids‚Äîas potential Mars habitat structures. The extreme environmental conditions on Mars, particularly high wind loads and the requirement for subterranean structures, serve as the case study for this research. The study employs a multiphysics modeling approach using COMSOL Multiphysics¬Æ. First, a Computational Fluid Dynamics analysis, based on the Reynolds-Averaged Navier-Stokesequations, is used to simulate the aerodynamic loads on structures on Martian surface, mimicking high-velocity Martian winds. Second, a Finite Element Analysis grounded in linear elasticity is employed to model the structural response of subterranean geometries under a uniform pressure load. The performance of each geometry is compared both quantitatively and qualitatively by analyzing parameters including pressure distribution, velocity fields, and m aximum von Mises s t ress. The results indicate that the hemisphere offers o ptimal a erodynamic s tability, c haracterized b y t he l owest p ressure differential and highest wind-load capacity, making it the most suitable shape for surface-level structures. The hexagonal prism, conversely, demonstrates exceptional structural robustness under uniform loading, possessing the highest load-bearing capacity, and is best suited for subterranean applications. This comparative computational framework provides a valuable methodology for preliminary design optimization in extreme environments.",0,implicit,FALSE,TRUE
2023mdap.prop...23C,['Paleogeography of the intercrater martian highlands from fluvial sedimentology: Integrated corridors or isolated basins?'],"Cardenas, Benjamin",2023,NASA Proposal ID. 23-MDAP23_2-0023,,"On Earth, source-to-sink river systems are the major corridors of water, sediment, and solutes that play significant roles in the hydrologic cycle, the carbon cycle, the rock cycle, and impact human civilizations as well as animal and plant life. There is evidence that Mars once had large-scale source-to-sink river systems. On Mars, it has been proposed that the highlands valleys were carved by source rivers in the southern highlands, with downstream fluvial ridges closer to the dichotomy boundary representing connected sink rivers that created stratigraphy. However, many fluvial ridges are instead scattered among the highlands in intercrater basins (between craters), where stratigraphic layers of sedimentary rock are also exposed. Might these ancient intercrater basins and their rivers have been integrated corridors important to the largest-scale martian source-to-sink system? Fluvial ridges form primarily from alluvial rivers in low-gradient environments where sediment net-accumulated over time, suggesting there was significant sediment infill and the potential for connected basins. Alluvial rivers build floodplains, and floodplains are locations of high activity for many life-related cycles. Interconnected basins on Earth tend to cycle nutrients better and be more hospitable, whereas closed, isolated basins can become more extreme environments. Thus, there is also astrobiological interest in understanding the nature of these intercrater basins. <P />We propose competing hypotheses regarding the nature of the intercrater highland basins of Mars. <P />H1: The intercrater highland basins were well integrated by alluvial rivers and were important to the large-scale martian source-to-sink system. <P />H2: The intercrater highland basins were isolated or poorly connected, and thus better represent closed basins and much smaller source-to-sink systems. <P />We will test these hypotheses against each other through five Tasks that will reconstruct the paleogeography of the martian highlands intercrater plains through the study of fluvial ridge sedimentology. <P />Task 1: Generate HiRISE and CTX stereo data using an in-house ISIS/ASP installation. Task 2: Global fluvial ridge mapping, adding to a published global database. Task 3: Measuring paleoflow directions from fluvial ridges, testing for general northward flow (supporting H1) or flow away from large crater rims (supporting H2). Task 4: Measuring overbank stratigraphic dips, testing for extremely shallow dips near zero, similar to alluvial stratigraphy (supporting H1), or steeper dips away from large crater rims (supporting H2). Task 5: Reconstructing paleoriver geometries, looking for increasing channel size towards the north (supporting H1) or channel sizes better correlated with local crater-rim size (supporting H2). <P />All DEMs, mapping shapefiles, measurements, and scripts will be published at our institute's data repository, which guarantees long-term archiving. <P />This work is best suited for the Mars Data Analysis Program as it will only analyze Mars mission data, specifically MRO's CTX and HiRISE. It seeks to characterize the surface evolution of Mars and assess ancient habitability.",0,implicit,FALSE,TRUE
2022EPSC...16..189L,['Survivability of Xanthoria parietina in simulated Mars conditions for 30 days'],"Lorenz, Christian",2022,European Planetary Science Congress,10.5194/epsc2022-189,"IntroductionOne of the main topics of astrobiology research is the study of life's limits in stressful environments. The study of organisms in extreme environments might give an indication about their potential adaptive plasticity, in the view of a climate change perspective, the terrestrial geological past and future scenarios, as well as extra-terrestrial habitats such as Mars' surface. Lichens - with their excellent adaptive abilities - represents an extremely interesting case study. Several astrobiological studies involving lichens - that are symbiotic association between a fungus and an alga and/or acyanobacterium - proved the ability of these organisms to resist and thrive in extreme environments such as space and Mars' surface simulated conditions [1, 2]. We have already tested the lichen species Xanthoria parietina (L.) Th. Fr. in simulated space conditions, that was able to survive and to reactivate after exposure [3]. X. parietina is a cosmopolitan foliose lichen that grows on barks and rocks [4]. This species shows high tolerance to air pollutants, heavy metals, and resistance to UV-radiation thanks to the shielding properties of the secondary metabolite parietin [5, 6]. Here we present a new study on the survival of X. parietina under simulated Mars conditions performed at the Mars Simulation Facility of the DLR Institute of Planetary Research in Berlin (Fig.1).Figure 1 - Mars Simulation Facility at DLR with the opened experiment chamber.MethodsThe aim of the study was to assess the survivability of Xanthoria parietina under simulated Mars conditions for 30 days [7, 8]. Inside the Mars simulation chamber, eight samples (Fig.2) were exposed to the simulated atmospheric conditions of Mars of which four were fully UV-irradiated with day-night cycles (FM, Full-Mars) and the other four kept in darkness (DM, Dark-Mars). A three-gas mixture of 95% CO2, 4% N2 and 1% O2 was used as best approximation of Mars-like atmospheric conditions, with a constant pressure of 600Pa. Temperature and humidity were subjected to day-night cycles, reaching during daytime 15C and 0% RH, and during night -55C and 100% RH (Fig.3) according to Martian thermophysical conditions at mid-latitudes. UV-radiation for FM samples was simulated using a Xenon UV-lamp (spectral range 200 nm - 2200 nm) that was automatically turned on for 16 h (day) and turned off for 8 h (night) daily. The total average radiation dose for FM was 2452.32 J/cm2 and the average instantaneous irradiance on the sample spots was 14,2 W/m2 [9]. Four other samples (Fig.2) were kept in control conditions during the experiment, at the constant temperature of 25C, daily wetted and 12h dark and 12h light (ca. 50 umol m-2 s-1 PAR photons). Several analyses were carried out to study all the samples before, during and after the exposure to the extreme Mars conditions. In detail, this experiment was performed aiming:to monitor the lichen vitality through chlorophyll a fluorescence (FV/FM) as photosynthetic efficiency parameter, carrying out in situ and after treatment analyses, to evaluate the oxidative stress due to the extreme conditions, highlighting eventual changes in the lichen carotenoids' Raman signatures, to verify eventual modifications in the infrared features (peak shifting) in the lichen FTIR reflectance spectrum possibly related to UV-photodegradation effects, to highlight possible variations in the lichen ultrastructure through TEM analysis. Figure 2 - Xanthoria parietina samples ready for the experiment. First row (from above): full Mars samples, second row: dark Mars samples, third row: control samples.Figure 3 - Detail of the day-night cycles of the simulated Mars conditions (temperature, red thick line; humidity, blue thin line) and fluorescence variation values for both the treatments (FM and DM).ResultsThe results showed significant differences between FM and DM photosynthetic efficiency parameter during exposure to Mars environment, exhibiting FV/FM values correlated with temperature and humidity day-night cycles (Fig.3). The FV/FM recovery values showed significant differences between the treatments too, highlighting that FM conditions caused stronger effects on fluorescence values. Additional analyses show possible changes in the Raman and FTIR spectra of the irradiated samples with several features involved. Overall, Xanthoria parietina was able to survive to FM conditions, and for this reason it may be considered a candidate for long exposure in space and evaluations on the photodegradability of parietin in extreme conditions. Reference[1] Onofri, S., de la Torre, R., de Vera, J. P., Ott, S., Zucconi, L., Selbmann, L., Scalzi, G., Venkateswaran, K. J., Rabbow, E., S√°nchez I√±igo, F. J., and Horneck, G. (2012). Survival of rock-colonizing organisms after 1.5 years in outer space. Astrobiology, 12(5), 508-516.[2] De Vera, J. P., M√∂hlmann, D., Butina, F., Lorek, A., Wernecke, R., and Ott, S. (2010). Survival potential and photosynthetic activity of lichens under Mars-like conditions: a laboratory study. Astrobiology, 10(2), 215-227.[3] Lorenz, C., Bianchi, E., Benesperi, R., Loppi, S., Papini, A., Poggiali, G., &amp; Brucato, J. R. (2022). Survival of Xanthoria parietina in simulated space conditions: vitality assessment and spectroscopic analysis. International Journal of Astrobiology, 1-17.[4] Nimis P.L., 2016. ITALIC - The Information System on Italian Lichens. Version 5.0. University of Trieste, Dept. of Biology, (http://dryades.units.it/italic), accessed on 2022, 05, 09. for all data contained in the taxon pages, including notes, descriptions, and ecological indicator values. [5] Silberstein, L., Siegel, B., Siegel, S., Mukhtar, A., and Galun, M. (1996). Comparative Studies on Xanthoria parietina, a Pollution Resistant Lichen, and Ramalina duriaei, a Sensitive Species. I. Effects of Air Pollution on Physiological Processes. The Lichenologist, 28:355-365.[6] Solhaug, K. A., and Gauslaa, Y. (1996). Parietin, a photoprotective secondary product of the lichen Xanthoria parietina. Oecologia, 108:412-418.[7] Lorek, A., and Koncz, A. (2013). Simulation and measurement of extraterrestrial conditions for experiments on habitability with respect to Mars. In Habitability of Other Planets and Satellites (pp. 145-162). Springer, Dordrecht.[8] De Vera, J. P., Schulze-Makuch, D., Khan, A., Lorek, A., Koncz, A., M√∂hlmann, D., and Spohn, T. (2014). Adaptation of an Antarctic lichen to Martian niche conditions can occur within 34 days. Planetary and Space Science, 98, 182-190.[9] Cockell, C. S., Catling, D. C., Davis, W. L., Snook, K., Kepner, R. L., Lee, P., and McKay, C. P. (2000). The ultraviolet environment of Mars: biological implications past, present, and future. Icarus, 146(2), 343-359.",0,implicit,FALSE,TRUE
2022EPSC...16..938D,['Ecological paleo-reconstruction of polar lakes in Greenland based on molecular and isotopic analysis of lipid biomarkers'],"de Luc√≠a Finkel, Pablo",2022,European Planetary Science Congress,10.5194/epsc2022-938,"While glacial systems are well established as susceptible environments to climatic alterations, they also offer a set of extreme conditions that are optimal for habitability studies and to interrogate the limits of life. In these settings, indigenous microorganisms must endure a prolonged exposure to cold temperatures and to background radiation for geological timescales. Therefore, glaciers and the surrounding cryo-environments (permafrost, glacial lakes or melting streams) arise as relevant scenarios to examine the development of functional microbial cryo-ecosystems and may have implications in the search for past or extant life in icy worlds beyond Earth.Among the multiple perspectives from which thermal susceptibility can be measured, lacustrine systems effectively archive paleoenvironmental information due to their high sedimentation rates and organic matter content. Thus, polar lakes exposed to glacial or periglacial conditions are expected to contain a thriving biology that responds to not only a continuously oscillating level of nutrients, but also to a set of extreme conditions (subzero temperatures and high UV flux) that may geochemically and environmentally resemble potentially habitable locations of the Solar System such as the Martian poles or the subglacial water bodies enclosed in the satellites Europa and Enceladus.The permanent ice sheet in Greenland represents a possible analog of the icy worlds, constituting an important long-term repository of psychrophilic microorganisms. Around it, different geological formations such as glacial lakes, permafrost or further peat soils represent a diverse degree of geobiological succession upon the influence (and retreat) of the ice sheet due to its thermal destabilization. Investigating molecular and isotopic lipid biomarkers of microorganisms inhabiting different cryo-ecosystems at and around the Greenland glacial structures may help obtain insights as of the type of life that could potentially arise on analogous extraterrestrial cold environments (ice sheet). Moreover, it could give clues on cryo-ecosystem evolutionary processes (biological succession) that are triggered when the ice cover retreats and gets exposed to the atmosphere (giving rise to glacier-melting streams, bedrock-erosion sediments, lake sediments and glacial soils). In particular, the focus of our studies is set on exploring the organic geochemistry of sediments in polar lakes representing nearby glacier-influenced ecosystems (glacial lakes) versus meteoric lakes representing longer time-exposed and further developed lacustrine and soil ecosystems (non-glacial lake).Here, we present preliminary results of a biogeochemical study in a meltwater and meteoric lake system within the Kangerlussuaq region by the West coast of Greenland, representing an advanced state of succession in the thermal exposition gradient of the territory. We employed molecular (lipid biomarkers) and compound-specific isotopic analyses to define ecological (microbial community structure) and metabolic (carbon assimilation-related) fingerprints in this (relatively) long exposed glacial system compared to more recently exposed lakes in Greenland. Ultimately, we aim to learn about the microbial strategies to adapt to the ever-changing conditions caused by glacier retreat at the aforementioned molecular and isotopic level. The ubiquity of lipids as basic cellular membrane compounds and their recalcitrant hydrocarbon skeletons render these molecules a solid biomarker candidacy for the study of organic matter and habitability in the context of ecology and astrobiology, respectively.Overall, the combination of lipid biomarker analysis and carbon isotopic studies on sediment samples of polar lakes supports the establishment of reliable lipid biomarkers in a cold, extreme environment, as well as their potential psychrophilic biosource. At the same time, determining the lipid content and their metabolic biosynthetic pathways builds a comprehensive perspective on the extent of the influence of environmental changes on the organic matter content in climatically susceptible environments.",0,implicit,FALSE,TRUE
